Date,Store Number,City,Zip Code,County,Total Sales to Store (Dollars)
12/05/2016,4148,Independence,50644,BUCHANAN,$756.92
12/13/2016,4697,Iowa City,52240,JOHNSON,$6325.21
10/10/2016,5134,Charles City,50616,FLOYD,$1378.89
10/06/2016,4397,Ankeny,50021,POLK,$210.76
11/09/2016,4645,Eldridge,52748,SCOTT,$520.99
11/14/2016,5295,Waterloo,50702,BLACK HAWK,$956.24
11/16/2016,4027,Centerville,52544,APPANOOSE,$2789.28
11/14/2016,3621,Sheldon,51201,OBRIEN,$4732.53
10/10/2016,5102,Mount Vernon,52314,LINN,$5022.21
10/03/2016,4898,Burlington,52601,DES MOINES,$2012.42
12/28/2016,4437,Ames,50010,STORY,$561.60
11/01/2016,2524,Dubuque,52001,DUBUQUE,$16628.50
11/11/2016,2178,Waukon,52172,ALLAMAKEE,$5611.06
12/14/2016,2551,Chariton,50049,LUCAS,$4695.10
10/31/2016,3654,Belmond,50421,WRIGHT,$1313.32
11/22/2016,9911,Urbandale,50322,POLK,$1094.64
10/04/2016,5254,Cedar Rapids,52402,LINN,$4471.27
11/02/2016,5317,Toledo,52342,TAMA,$2152.72
12/06/2016,4097,Schleswig,51461,CRAWFORD,$928.56
12/20/2016,9911,Urbandale,50322,POLK,$2836.44
11/14/2016,4986,Floyd,50435,FLOYD,$2276.01
10/21/2016,3816,Red Oak,51566,MONTGOMERY,$2310.03
12/19/2016,4057,Des Moines,50316,POLK,$14276.46
10/19/2016,4105,Nevada,50201,STORY,$2330.10
11/17/2016,5117,Marshalltown,50158,MARSHALL,$2360.42
10/03/2016,4698,Fairfield,52556,JEFFERSON,$1138.55
10/20/2016,2592,Marshalltown,50158,MARSHALL,$924.08
10/17/2016,5261,Muscatine,52761,MUSCATINE,$522.20
11/18/2016,4291,Creston,50801,UNION,$6435.60
12/07/2016,2644,Fort Dodge,50501,WEBSTER,$15093.66
12/15/2016,5116,Newton,50702,Webster,$2443.87
12/07/2016,4134,Pleasantville,50225,MARION,$1363.38
10/03/2016,4997,Des Moines,50309,POLK,$492.18
10/03/2016,4985,Merrill,51038,PLYMOUTH,$375.50
12/13/2016,4771,Cedar Rapids,52402,LINN,$1578.42
12/22/2016,3943,Nevada,50201,STORY,$208.16
10/27/2016,3926,Iowa City,52240,JOHNSON,$6955.60
11/15/2016,4504,Indianola,50125,WARREN,$1986.40
10/20/2016,5170,State Center,50247,MARSHALL,$441.52
10/25/2016,3989,Cherokee,51012,CHEROKEE,$2356.04
11/29/2016,2841,Cedar Rapids,52403,LINN,$3187.48
12/19/2016,2670,Coralville,52241,JOHNSON,$18984.09
12/26/2016,3918,Davenport,52802,SCOTT,$565.96
10/31/2016,4418,Walnut,51577,POTTAWATTA,$1099.69
10/17/2016,4993,Keokuk,52632,LEE,$1838.01
10/27/2016,5029,Davenport,52806,SCOTT,$3679.88
11/28/2016,4114,Atlantic,50022,CASS,$1731.95
10/06/2016,4703,Sioux City,51101,WOODBURY,$598.62
10/18/2016,5126,Des Moines,50310,POLK,$9779.62
12/15/2016,4959,Cedar Falls,50613,BLACK HAWK,$3765.68
11/07/2016,4909,Rock Valley,51247,SIOUX,$1293.66
12/05/2016,3065,Montezuma,50171,POWESHIEK,$1060.52
10/04/2016,4950,Cedar Rapids,52403,LINN,$400.18
11/16/2016,2548,Altoona,50009,POLK,$20290.09
12/16/2016,2460,Hampton,50441,FRANKLIN,$6854.85
11/02/2016,2623,Sioux City,51104,WOODBURY,$11855.42
11/16/2016,4251,Ames,50014,STORY,$4109.34
11/21/2016,2560,Marion,52302,LINN,$12993.02
12/21/2016,5279,Ames,50010,STORY,$513.63
11/28/2016,2636,Des Moines,50317,POLK,$5834.81
11/15/2016,3618,Cedar Rapids,52404,LINN,$8748.54
10/11/2016,5151,Ida Grove,51445,IDA,$3065.83
10/24/2016,2633,Des Moines,50320,POLK,$25596.38
11/18/2016,3591,Ackley,50601,Webster,$778.64
11/16/2016,4046,Centerville,52544,APPANOOSE,$1052.86
11/28/2016,4098,Washington,52353,WASHINGTON,$3999.36
12/14/2016,5068,Arnolds Park,51331,DICKINSON,$2257.90
12/30/2016,4786,Winterset,50273,MADISON,$190.16
12/19/2016,5320,Davenport,52801,SCOTT,$943.33
12/01/2016,4461,Windsor Heights,50324,Polk,$799.63
12/02/2016,4762,Fort Atkinson,52144,WINNESHIEK,$2386.06
12/08/2016,2582,Mason City,50401,CERRO GORD,$8190.77
10/28/2016,3728,Council Bluffs,51503,POTTAWATTA,$3639.19
11/28/2016,2666,Ankeny,50023,Polk,$109.38
10/31/2016,4315,Washington,52353,WASHINGTON,$1367.22
12/09/2016,4808,Council Bluffs,51501,POTTAWATTA,$1484.40
10/28/2016,4617,Des Moines,50317,POLK,$1077.85
11/01/2016,5230,Cedar Rapids,52402,LINN,$1801.19
11/09/2016,4157,North Liberty,52317,JOHNSON,$4606.37
10/19/2016,5253,Center Point,52213,LINN,$215.39
12/05/2016,4904,Larchwood,51241,LYON,$1791.74
10/25/2016,2465,Dubuque,52003,DUBUQUE,$3211.57
12/23/2016,5352,Tripoli,50676,BREMER,$1560.76
12/22/2016,4461,Windsor Heights,50324,Polk,$1469.35
10/26/2016,5167,Fort Dodge,50501,WEBSTER,$3513.26
11/14/2016,2839,Davenport,52804,SCOTT,$1283.16
12/09/2016,5017,Lansing,52151,ALLAMAKEE,$1066.62
10/06/2016,5247,Rockwell,50469,CERRO GORD,$1242.42
11/07/2016,5070,Wilton,52778,MUSCATINE,$607.99
12/20/2016,3738,Dubuque,52001,DUBUQUE,$2020.32
11/18/2016,2553,Creston,50801,UNION,$7515.96
11/28/2016,4563,Ireton,51027,SIOUX,$723.45
12/05/2016,3705,Rock Rapids,51246,LYON,$3071.99
10/05/2016,3776,Davenport,52806,SCOTT,$7787.16
10/26/2016,5197,Coralville,52241,JOHNSON,$1085.78
11/22/2016,3738,Dubuque,52001,DUBUQUE,$1640.83
12/01/2016,3722,Sioux City,51106,WOODBURY,$6525.78
12/08/2016,4083,Ankeny,50021,POLK,$3146.88
11/16/2016,5259,Glenwood,51534,MILLS,$1139.73
12/22/2016,3722,Sioux City,51106,WOODBURY,$3743.70
12/07/2016,5222,Cedar Rapids,52402,LINN,$5351.70
11/01/2016,4107,Boone,50036,BOONE,$3226.90
12/23/2016,5358,Bevington,50033,WARREN,$6644.22
10/03/2016,3773,Cedar Rapids,52401,LINN,$16406.84
11/18/2016,4010,Glenwood,51534,MILLS,$1947.00
11/21/2016,5112,Inwood,51240,LYON,$507.84
11/11/2016,3606,Grundy Center,50638,GRUNDY,$2279.11
12/23/2016,5309,Des Moines,50314,POLK,$1069.42
12/16/2016,3682,Wesley,50483,KOSSUTH,$4627.76
12/26/2016,3917,Davenport,52804,SCOTT,$3741.84
12/19/2016,3354,Davenport,52807,SCOTT,$0.00
12/21/2016,3879,Sioux City,51106,WOODBURY,$5722.88
10/03/2016,2584,Fort Madison,52627,LEE,$3655.80
12/21/2016,3990,Oskaloosa,52577,MAHASKA,$8840.68
12/14/2016,5351,Sioux City,51101,WOODBURY,$17058.40
12/12/2016,3679,Monona,52159,CLAYTON,$1753.32
10/03/2016,4849,Des Moines,50314,POLK,$898.98
10/20/2016,5146,West Des Moines,50265,POLK,$4280.55
12/16/2016,5180,Oelwein,50662,FAYETTE,$876.04
10/17/2016,4467,Muscatine,52761,MUSCATINE,$384.52
12/27/2016,2556,Estherville,51334,EMMET,$4812.99
12/16/2016,5131,Des Moines,50316,POLK,$5156.30
12/28/2016,3592,Fort Dodge,50501,Hardin,$9526.08
12/08/2016,4553,Sheffield,50475,FRANKLIN,$1007.28
10/20/2016,4988,Cedar Falls,50613,BLACK HAWK,$12150.57
11/14/2016,4867,Council Bluffs,51501,POTTAWATTA,$1194.98
12/07/2016,9023,Carroll,51401,CARROLL,$450.00
12/19/2016,2548,Altoona,50009,POLK,$3510.98
11/14/2016,4589,Sibley,51249,OSCEOLA,$2272.46
10/05/2016,4428,Ames,50014,STORY,$1609.46
12/26/2016,4267,Anita,50020,CASS,$368.70
11/21/2016,5263,Rock Valley,51247,SIOUX,$2436.78
12/21/2016,3660,Knoxville,50138,MARION,$2340.96
11/22/2016,4458,Johnston,50131,POLK,$163.71
11/29/2016,2113,Gowrie,50543,WEBSTER,$1117.44
11/18/2016,4651,Jewell,50130,HAMILTON,$853.21
12/20/2016,4458,Johnston,50131,POLK,$120.78
11/01/2016,4154,Hiawatha,52233,LINN,$656.49
11/28/2016,2651,Waverly,50677,BREMER,$7088.51
10/28/2016,4907,Cedar Falls,50613,BLACK HAWK,$1280.19
11/03/2016,4185,Grinnell,50112,POWESHIEK,$2493.63
11/21/2016,3981,Sioux Center,51250,SIOUX,$5277.30
10/10/2016,3934,Maquoketa,52060,JACKSON,$2054.64
10/13/2016,5307,Johnston,50131,POLK,$1086.68
12/16/2016,5223,Tabor,51653,FREMONT,$692.58
11/15/2016,3959,Dubuque,52001,DUBUQUE,$528.30
12/21/2016,4821,Oskaloosa,52577,MAHASKA,$1120.27
11/04/2016,3842,Bancroft,50517,KOSSUTH,$5599.91
11/17/2016,2567,Davenport,52806,SCOTT,$5575.42
11/16/2016,4592,Emmetsburg,50536,PALO ALTO,$511.63
11/09/2016,5027,Sioux City,51101,WOODBURY,$1618.86
10/04/2016,3632,Dubuque,52003,DUBUQUE,$11121.66
11/29/2016,5063,Waterloo,50703,BLACK HAWK,$2249.12
12/30/2016,3987,Algona,50511,KOSSUTH,$4712.11
11/15/2016,4634,Cedar Rapids,52402,LINN,$300.40
11/23/2016,5288,Fort Dodge,50501,WEBSTER,$628.32
11/23/2016,4209,Grimes,50111,POLK,$8569.98
12/07/2016,2238,Altoona,50009,POLK,$17.25
11/07/2016,2648,West Des Moines,50265,POLK,$3138.32
11/01/2016,4868,Waukee,50263,DALLAS,$802.05
11/10/2016,4958,Cedar Falls,50613,BLACK HAWK,$1390.71
10/03/2016,4571,Allison,50602,BUTLER,$781.94
12/30/2016,4829,Des Moines,50314,POLK,$3432.81
10/13/2016,2248,Des Moines,50312,POLK,$11039.61
11/16/2016,4293,Eddyville,52553,WAPELLO,$578.79
12/09/2016,5007,Denver,50622,BREMER,$1354.66
10/11/2016,4163,Storm Lake,50588,BUENA VIST,$937.59
10/31/2016,3829,Mount Vernon,52314,LINN,$1932.65
12/06/2016,4116,Lake View,51450,SAC,$696.54
12/02/2016,4042,Glenwood,51534,MILLS,$1014.36
12/26/2016,2561,Des Moines,50321,POLK,$4885.87
12/21/2016,3909,Melcher-Dallas,50163,Marion,$1925.75
10/14/2016,4016,Conrad,50621,GRUNDY,$814.99
11/17/2016,2626,Des Moines,50311,POLK,$763.49
10/19/2016,3853,Davenport,52804,SCOTT,$2089.22
12/05/2016,4891,Sibley,51249,OSCEOLA,$3240.76
10/13/2016,5131,Des Moines,50316,POLK,$1083.29
11/03/2016,4320,Perry,50220,Boone,$2115.52
12/09/2016,4741,Council Bluffs,51503,POTTAWATTA,$1473.96
12/02/2016,4866,Council Bluffs,51501,POTTAWATTA,$560.19
10/21/2016,5169,Des Moines,50313,POLK,$420.03
11/21/2016,3882,Davenport,52802,SCOTT,$1318.95
11/09/2016,4197,Sergeant Bluff,51054,WOODBURY,$2122.33
10/28/2016,4254,Emmetsburg,50536,PALO ALTO,$0.00
12/05/2016,4988,Cedar Falls,50613,BLACK HAWK,$33.00
11/18/2016,2656,Corning,51632,Clayton,$3676.98
10/10/2016,4856,Lisbon,52253,LINN,$1336.76
10/17/2016,2569,Cedar Rapids,52402,LINN,$5650.26
11/02/2016,5284,Brooklyn,52211,POWESHIEK,$2205.33
11/11/2016,2327,Corning,50841,ADAMS,$1333.73
11/14/2016,4885,Zwingle,52079,Jackson,$1435.09
11/16/2016,3825,Des Moines,50316,POLK,$3798.17
12/29/2016,2521,West Des Moines,50265,POLK,$11444.63
10/06/2016,4917,Perry,50220,DALLAS,$349.98
11/23/2016,4745,Cedar Rapids,52404,LINN,$3886.48
10/31/2016,4337,Larchwood,51241,LYON,$1381.74
11/11/2016,5259,Glenwood,51534,MILLS,$1185.77
12/01/2016,4406,Ankeny,50023,Polk,$531.79
12/15/2016,9902,Leclaire,52753,Scott,$370.56
12/06/2016,2571,Waterloo,50703,BLACK HAWK,$8218.78
12/09/2016,4459,Eagle Grove,50533,WRIGHT,$2345.70
12/12/2016,4313,Atlantic,50022,CASS,$1723.00
12/22/2016,4406,Ankeny,50023,Polk,$577.41
11/04/2016,4723,Cedar Falls,50613,BLACK HAWK,$1948.68
11/09/2016,4165,Ankeny,50023,Polk,$353.61
12/30/2016,3056,Clarion,50525,WRIGHT,$396.66
10/11/2016,2549,Indianola,50125,WARREN,$10950.01
10/10/2016,4600,Des Moines,50317,POLK,$724.22
11/01/2016,5010,Sac City,50583,SAC,$1381.38
11/29/2016,5318,Des Moines,50317,POLK,$3708.72
12/21/2016,4622,Des Moines,50320,POLK,$44.58
10/18/2016,4165,Ankeny,50023,Polk,$357.46
10/27/2016,4803,Des Moines,50313,POLK,$599.64
12/09/2016,4801,Des Moines,50311,POLK,$1451.52
12/27/2016,4411,De Soto,50069,DALLAS,$439.63
12/14/2016,3952,Bettendorf,52722,SCOTT,$11748.87
10/24/2016,5056,Council Bluffs,51501,POTTAWATTA,$141.78
11/28/2016,2555,Keokuk,52632,LEE,$5842.20
11/15/2016,4409,Boone,50036,BOONE,$510.58
12/28/2016,3723,Onawa,51040,MONONA,$3328.94
10/28/2016,4253,Winterset,50273,MADISON,$1714.99
11/21/2016,4146,Waverly,50677,BREMER,$1013.04
10/07/2016,5314,Council Bluffs,51501,POTTAWATTA,$1439.05
12/29/2016,4375,Grimes,50111,POLK,$1813.12
10/26/2016,2543,Ottuwma,52501,Wapello,$11478.70
11/03/2016,5129,Des Moines,50321,POLK,$3748.20
11/04/2016,3857,Waukon,52172,ALLAMAKEE,$3952.14
11/30/2016,3622,Spirit Lake,51360,DICKINSON,$4720.32
12/22/2016,5062,Montrose,52639,LEE,$7.50
10/14/2016,4369,Norwalk,50211,WARREN,$1296.13
10/17/2016,4806,West Liberty,52776,MUSCATINE,$2514.48
10/31/2016,2558,Mount Pleasant,52641,HENRY,$13101.80
11/16/2016,4192,Bettendorf,52722,SCOTT,$1955.20
11/30/2016,2475,West Bend,50597,Kossuth,$3014.82
12/30/2016,2648,West Des Moines,50265,POLK,$207.54
10/31/2016,3562,West Burlington,52655,DES MOINES,$18265.90
12/21/2016,5080,Spencer,51301,CLAY,$2558.48
11/14/2016,2643,Waterloo,50701,BLACK HAWK,$6039.56
11/16/2016,2670,Coralville,52241,JOHNSON,$12805.43
11/17/2016,4927,West Des Moines,50265,POLK,$456.74
11/07/2016,4829,Des Moines,50314,POLK,$22764.68
11/09/2016,4558,Sioux City,51105,WOODBURY,$1114.54
12/09/2016,2672,Winterset,50273,MADISON,$3524.45
12/09/2016,2465,Dubuque,52003,DUBUQUE,$2160.59
11/29/2016,4647,Waterloo,50707,Black Hawk,$1548.30
10/17/2016,4006,Larchwood,51241,LYON,$801.24
12/13/2016,4648,Waterloo,50703,BLACK HAWK,$2823.32
10/06/2016,4373,West Des Moines,50266,POLK,$1452.62
10/21/2016,2628,Eldora,50627,HARDIN,$1774.82
12/21/2016,2548,Altoona,50009,POLK,$19668.57
12/21/2016,4251,Ames,50014,STORY,$1132.78
12/13/2016,5101,Waterloo,50701,BLACK HAWK,$1958.92
12/15/2016,2633,Des Moines,50320,POLK,$37518.13
10/12/2016,2565,Spencer,51301,CLAY,$6336.76
11/23/2016,4230,Clive,50325,POLK,$889.02
11/16/2016,5279,Ames,50010,STORY,$435.98
12/05/2016,4605,Marion,52302,LINN,$389.77
12/12/2016,3829,Mount Vernon,52314,LINN,$2500.26
12/13/2016,5097,Cedar Rapids,52403,LINN,$1308.24
11/01/2016,2564,Waterloo,50701,BLACK HAWK,$4861.54
11/23/2016,3713,Mason City,50401,CERRO GORD,$5362.98
10/12/2016,3726,Ottumwa,52501,WAPELLO,$2690.82
11/07/2016,4790,Mediapolis,52405,Des Moines,$1143.26
11/08/2016,5145,Des Moines,50315,POLK,$2696.67
12/21/2016,4046,Centerville,52544,APPANOOSE,$851.97
12/26/2016,5148,Holy Cross,52053,DUBUQUE,$2389.38
12/13/2016,3993,Waterloo,50701,BLACK HAWK,$4322.30
11/02/2016,4068,West Des Moines,50265,POLK,$737.74
10/27/2016,5166,Marshalltown,50158,MARSHALL,$2605.61
11/11/2016,4914,Cedar Falls,50613,BLACK HAWK,$2569.34
12/20/2016,4490,Cedar Rapids,52404,LINN,$813.78
12/15/2016,4810,Ankeny,50021,POLK,$515.72
11/22/2016,4490,Cedar Rapids,52404,LINN,$502.48
11/28/2016,4769,Elma,50628,HOWARD,$1707.87
12/21/2016,4448,Urbandale,50322,POLK,$44.58
12/13/2016,4443,Palo,52324,LINN,$2638.20
12/26/2016,5128,Des Moines,50310,POLK,$8419.63
10/04/2016,5092,West Des Moines,50265,POLK,$446.82
10/18/2016,4642,Waterloo,50701,BLACK HAWK,$1491.53
11/30/2016,4508,Spencer,51301,CLAY,$2206.68
12/14/2016,4745,Cedar Rapids,52404,LINN,$2018.51
12/06/2016,5057,Des Moines,50317,POLK,$877.07
11/02/2016,4271,Centerville,52544,APPANOOSE,$1740.18
12/21/2016,5259,Glenwood,51534,MILLS,$1956.94
10/18/2016,5060,Iowa City,52240,JOHNSON,$2438.22
11/17/2016,4997,Des Moines,50309,POLK,$2973.06
10/03/2016,5039,Solon,52333,JOHNSON,$823.31
10/27/2016,4374,Grimes,50111,POLK,$3017.33
11/15/2016,2285,Iowa City,52240,JOHNSON,$10477.43
12/13/2016,2572,Cedar Falls,50613,BLACK HAWK,$15120.63
10/12/2016,4676,Sioux City,51101,WOODBURY,$1622.35
10/04/2016,4596,Des Moines,50317,POLK,$990.53
11/29/2016,5286,Iowa City,52240,JOHNSON,$272.08
12/07/2016,2190,Des Moines,50314,POLK,$449.88
10/06/2016,2595,Denison,51442,CRAWFORD,$8729.58
10/19/2016,5265,Moravia,52571,APPANOOSE,$293.73
10/17/2016,4560,Harlan,51537,SHELBY,$1745.38
11/16/2016,3990,Oskaloosa,52577,MAHASKA,$5830.99
11/22/2016,3896,Iowa City,52240,JOHNSON,$3311.01
11/11/2016,4670,Tripoli,50676,BREMER,$1889.75
11/16/2016,3879,Sioux City,51106,WOODBURY,$3450.06
12/08/2016,4901,Polk City,50226,POLK,$1705.84
12/29/2016,2559,Albia,52531,MONROE,$1562.13
12/20/2016,3896,Iowa City,52240,JOHNSON,$1826.35
10/03/2016,5311,Paullina,51046,OBRIEN,$737.86
11/14/2016,4277,Le Mars,51031,PLYMOUTH,$7381.54
11/14/2016,4258,Burlington,52601,DES MOINES,$1736.28
12/12/2016,2558,Mount Pleasant,52641,HENRY,$9638.77
12/12/2016,3562,West Burlington,52655,DES MOINES,$13069.32
10/18/2016,4935,Waterloo,50703,BLACK HAWK,$1739.04
11/04/2016,4818,Decorah,52101,WINNESHIEK,$2160.47
10/24/2016,4690,Baldwin,52207,JACKSON,$993.60
10/26/2016,3986,Sioux City,51101,WOODBURY,$5993.79
10/27/2016,4379,West Des Moines,50266,POLK,$1381.36
12/05/2016,5149,Burlington,52601,DES MOINES,$1451.57
12/16/2016,4024,Iowa Falls,50126,HARDIN,$1888.14
12/21/2016,4027,Centerville,52544,APPANOOSE,$1796.52
11/08/2016,5023,Cedar Rapids,52404,LINN,$777.60
12/07/2016,5225,North Liberty,52317,JOHNSON,$765.27
12/28/2016,5298,DeWitt,52742,CLINTON,$4186.39
12/22/2016,4807,Williamsburg,52361,IOWA,$5244.88
12/19/2016,5040,Wilton,52778,MUSCATINE,$424.05
12/09/2016,4318,Red Oak,51566,MONTGOMERY,$2254.78
12/16/2016,4260,Osceola,50213,CLARKE,$2737.70
10/27/2016,4726,Ankeny,50021,POLK,$537.07
10/10/2016,4654,Stuart,50250,Adair,$1730.90
12/02/2016,4643,Red Oak,51566,MONTGOMERY,$3281.75
11/14/2016,4945,Osage,50461,MITCHELL,$1751.09
12/01/2016,4807,Williamsburg,52361,IOWA,$4183.86
11/14/2016,5071,Durant,52747,CEDAR,$949.39
12/29/2016,3762,Windsor Heights,50322,Polk,$477.00
12/27/2016,4853,Johnston,50131,POLK,$371.18
10/20/2016,2630,West Des Moines,50266,POLK,$2538.50
11/01/2016,4687,Cedar Rapids,52402,LINN,$658.56
11/04/2016,4466,Fayette,52142,FAYETTE,$1801.74
11/14/2016,4150,Waterloo,50701,BLACK HAWK,$1103.77
12/12/2016,4337,Larchwood,51241,LYON,$1751.51
12/16/2016,5289,Story City,50248,STORY,$1565.86
11/17/2016,4344,Grimes,50111,POLK,$4180.41
12/14/2016,2568,Cedar Rapids,52402,LINN,$3067.08
10/31/2016,4313,Atlantic,50022,CASS,$813.18
12/07/2016,4239,Spirit Lake,51360,DICKINSON,$1107.06
10/04/2016,5176,Cedar Rapids,52405,LINN,$2323.45
11/30/2016,3757,Sioux City,51108,WOODBURY,$12345.42
10/11/2016,4138,Indianola,50125,WARREN,$1911.41
12/28/2016,4703,Sioux City,51101,WOODBURY,$3322.59
11/01/2016,4361,Des Moines,50313,POLK,$413.87
11/21/2016,2601,Fairfield,52556,JEFFERSON,$7860.65
11/11/2016,4306,Hampton,50441,FRANKLIN,$871.94
12/15/2016,4493,Cedar Rapids,52404,LINN,$901.03
10/13/2016,4877,Clive,50325,POLK,$6068.12
12/07/2016,5264,Mitchellville,50169,POLK,$1057.44
12/15/2016,4847,Leclaire,52753,Scott,$2596.36
10/05/2016,2637,Davenport,52804,SCOTT,$12154.64
11/11/2016,4462,Buffalo Center,50424,WINNEBAGO,$782.27
11/28/2016,4169,Des Moines,50317,POLK,$1978.78
12/02/2016,4250,Eldora,50627,HARDIN,$1316.76
10/17/2016,4402,Riverside,52327,WASHINGTON,$600.36
10/03/2016,3772,Des Moines,50314,POLK,$4455.48
12/13/2016,3666,Cedar Rapids,52404,LINN,$5499.96
10/12/2016,2806,Clinton,52732,CLINTON,$5839.51
10/24/2016,5315,Sigourney,52591,KEOKUK,$795.40
11/21/2016,3778,Des Moines,50310,POLK,$1580.21
10/18/2016,2647,Cedar Rapids,52411,LINN,$10052.59
10/05/2016,4132,Camanche,52730,CLINTON,$2188.33
12/15/2016,2593,Carroll,51401,CARROLL,$15980.03
11/10/2016,4345,Grinnell,50112,POWESHIEK,$2033.59
10/20/2016,4598,Des Moines,50317,POLK,$648.83
10/14/2016,5245,Des Moines,50315,POLK,$1516.15
12/01/2016,3888,Grinnell,50112,POWESHIEK,$4416.24
10/28/2016,4355,Story City,50248,STORY,$439.05
12/22/2016,3888,Grinnell,50112,POWESHIEK,$1122.78
12/23/2016,2636,Des Moines,50317,POLK,$4123.54
11/16/2016,5076,Sioux City,51106,WOODBURY,$2081.53
12/08/2016,4603,Des Moines,50320,POLK,$1061.66
10/21/2016,2521,West Des Moines,50265,POLK,$18119.26
10/20/2016,3656,Ankeny,50021,POLK,$4528.62
11/28/2016,5309,Des Moines,50314,POLK,$1132.10
10/06/2016,2587,Johnston,50131,POLK,$10269.36
12/19/2016,5316,Sigourney,52591,KEOKUK,$643.41
12/07/2016,2851,Fort Dodge,50501,WEBSTER,$952.26
12/21/2016,5348,Le Grand,50142,MARSHALL,$2152.54
11/17/2016,4718,West Des Moines,50266,POLK,$874.56
12/29/2016,5169,Des Moines,50313,POLK,$273.99
12/21/2016,4057,Des Moines,50316,POLK,$1756.02
10/25/2016,3652,Ida Grove,51445,IDA,$1488.48
11/30/2016,3647,Clinton,52732,CLINTON,$6609.00
12/09/2016,3721,Decorah,52101,WINNESHIEK,$8337.90
10/27/2016,4798,Des Moines,50320,POLK,$852.26
10/18/2016,2843,Cedar Rapids,52402,LINN,$625.05
12/06/2016,4730,Johnston,50131,POLK,$828.68
12/12/2016,2613,Council Bluffs,51501,POTTAWATTA,$11335.96
11/07/2016,3889,Waverly,50677,BREMER,$2539.44
12/21/2016,4192,Bettendorf,52722,SCOTT,$1886.74
12/22/2016,4715,West Des Moines,50265,POLK,$1617.30
11/17/2016,4351,Clear Lake,50248,Cerro Gord,$869.69
10/13/2016,2671,Jefferson,50129,GREENE,$8035.85
10/27/2016,4104,Mason City,50401,CERRO GORD,$1037.73
11/04/2016,3717,Sumner,50674,BREMER,$2362.36
10/07/2016,5052,Greenfield,50849,ADAIR,$1447.24
11/17/2016,5099,Ankeny,50023,Polk,$919.85
12/01/2016,4715,West Des Moines,50265,POLK,$1821.66
12/21/2016,2670,Coralville,52241,JOHNSON,$25616.50
11/02/2016,4507,Spencer,51301,CLAY,$1344.00
10/11/2016,4171,Cascade,52033,DUBUQUE,$2945.09
12/26/2016,3859,Independence,50644,BUCHANAN,$4703.94
12/29/2016,4519,West Des Moines,50266,POLK,$1096.00
10/17/2016,3963,Council Bluffs,51501,POTTAWATTA,$2552.85
12/02/2016,2567,Davenport,52806,SCOTT,$0.00
11/14/2016,4910,Waterloo,50702,BLACK HAWK,$1944.78
12/19/2016,4256,Sioux Center,51250,SIOUX,$1356.20
10/10/2016,4336,George,51237,LYON,$762.87
10/06/2016,2544,Marshalltown,50158,MARSHALL,$13991.80
11/07/2016,5121,Charles City,50616,FLOYD,$1583.61
11/07/2016,4607,Guttenberg,52052,CLAYTON,$1590.98
12/05/2016,4878,Primghar,51245,OBRIEN,$2005.25
11/21/2016,3784,Independence,50644,BUCHANAN,$4183.93
10/24/2016,3695,Remsen,51050,PLYMOUTH,$2458.57
10/31/2016,3679,Monona,52159,CLAYTON,$2295.77
11/18/2016,4034,Postville,52162,ALLAMAKEE,$1082.18
12/14/2016,2840,Bettendorf,52722,SCOTT,$833.17
11/16/2016,3660,Knoxville,50138,MARION,$2943.06
12/30/2016,5257,Ottumwa,52501,WAPELLO,$684.54
10/13/2016,3678,Des Moines,50320,POLK,$3198.75
10/14/2016,4110,Parkersburg,50665,BUTLER,$1765.14
12/19/2016,4699,Bettendorf,52722,SCOTT,$1918.11
12/26/2016,4673,West Point,52656,LEE,$5266.03
12/07/2016,4705,Coralville,52241,JOHNSON,$2234.34
10/27/2016,5215,Le Claire,52753,SCOTT,$1968.95
12/02/2016,2626,Des Moines,50311,POLK,$14211.45
12/16/2016,3477,Council Bluffs,51501,POTTAWATTA,$8977.32
12/19/2016,4943,Eldon,52554,WAPELLO,$1588.32
12/15/2016,4393,Clive,50325,POLK,$1827.51
11/11/2016,4478,Des Moines,50315,POLK,$4253.25
10/20/2016,3420,Windsor Heights,50311,Polk,$13767.42
11/29/2016,4161,Iowa City,52246,JOHNSON,$1454.89
10/27/2016,4595,Des Moines,50321,POLK,$403.70
11/30/2016,4228,Vinton,52349,BENTON,$4912.59
12/12/2016,4315,Washington,52353,WASHINGTON,$1141.08
12/23/2016,4275,Knoxville,50138,MARION,$225.00
12/21/2016,4592,Emmetsburg,50536,PALO ALTO,$256.56
10/18/2016,2532,Des Moines,50317,POLK,$6296.87
12/02/2016,4103,Ames,50010,STORY,$3620.97
12/06/2016,5239,Central City,52214,LINN,$458.38
11/03/2016,3731,Davenport,52807,SCOTT,$5534.58
12/28/2016,2616,Clinton,52732,CLINTON,$25671.81
10/27/2016,3041,Colfax,50054,JASPER,$1079.21
12/27/2016,3562,West Burlington,52655,DES MOINES,$8370.90
11/14/2016,2573,Muscatine,52761,MUSCATINE,$13615.50
11/30/2016,4640,Davenport,52807,SCOTT,$3011.87
12/01/2016,4665,Ankeny,50021,POLK,$1737.90
12/26/2016,4000,Woodbine,51579,HARRISON,$610.36
12/29/2016,4368,Johnston,50131,POLK,$402.93
12/21/2016,4293,Eddyville,52553,WAPELLO,$1100.02
11/21/2016,4578,Farmington,52626,VAN BUREN,$1845.78
12/08/2016,3899,West Des Moines,50266,POLK,$9165.96
